6.0037	0.077195	1.1929	0.064972	0.6893	-0.741635	5.3878	-0.148823	6.4467	0.179459	2.1268	0.27303	3.1762	0.228068	2.177	0.042152	0.1888	0.538388	3.1132	-0.512918	2.5925	-0.72021	6.7194	-0.121989	1.0666	-0.483319	0.083	-0.202493	1.1039	-0.16168	5.0026	0.334459	1.5649	0.153577	5.0285	-0.313473	3.7289	-0.329325	1.0364	0.320702	0.719	-0.151424	1.0809	0.277629	5.992	-0.172614	3.9475	-0.064763	0.4801	-0.111409	1.0363	0.181366	0.2797	0.225721	1.6869	-0.128565	7.8882	0.218937	2.2012	0.418476	0.9291	0.398543	0.5943	-0.286367	0.6787	-0.232361	0.699	-0.49162	1.344	0.206634	0.2025	0.580349	3.927	0.281721	4.2131	0.067491	0.5195	0.224248	1.5665	-0.447404	0.0221	-0.142287	0.4422	-0.313824	2.9351	0.135231	1.6187	-0.160598	3.3151	-0.43465	2.2872	0.073365	2.3344	0.276477	0.0258	1.016434	3.7625	0.509139	0.9537	0.449267	7.577	0.254158	7.8675	0.213999	0.6071	0.416967	2.6782	0.066119	2.3294	0.105642	1.808	0.726344	0.6014	-0.108153	2.9946	0.275154	0.4142	0.162959	5.971	-0.076758	0.8218	-0.119849	0.3493	-0.230118	0.4973	-0.256013	0.5321	-0.190518	4.8292	-0.495632	1.6012	0.30878	2.6824	-0.278258	1.3038	0.205112	0.5656	-0.223876	0.0308	-0.110067	1.5353	0.110476	0.762	0.119686	1.6673	-0.174771	2.3467	0.252899	1.997	-0.355036	3.2665	-0.221578	0.2078	0.204502	2.3926	0.162463	2.3433	0.16364	1.5247	0.239517	3.6863	0.065574	1.927	0.292828	3.1984	0.14573	3.5757	0.465062	6.2558	0.156364	6.3611	-0.204897	1.0108	0.518271	0.4134	0.180879	2.1243	0.138765	4.5544	0.034536	0.216	0.170341	0.0974	-0.266644	0.3069	-0.324157	6.3699	0.353108	1.8427	0.270241	2.1363	0.083454	1.7294	0.101386	2.5221	0.118065	0.9608	-0.259625	0.8102	-0.260303
6.1783	0.17441	2.0106	-0.181326	6.1645	-0.190281	6.3222	0.176631	7.3251	0.198065	2.1495	-0.263934	11.2242	-0.161483	2.564	-0.055794	0.8235	-0.192905	3.3802	0.171095	4.3139	0.214117	8.021	0.191962	1.0686	-0.152628	0.1887	0.15556	2.4367	0.37951	6.1813	0.338294	2.3366	0.259252	5.229	-0.176043	3.922	0.578584	1.2331	0.547299	0.7314	-0.614508	1.9719	-0.115706	6.5461	-0.132589	4.4594	-0.135657	3.6403	-0.423593	1.5712	-0.08586	3.177	-0.299531	2.6672	0.176842	11.6649	0.487555	6.2265	0.38089	1.5113	-0.118308	1.383	0.26153	0.7877	-0.266628	1.4522	-0.1239	1.6392	0.043958	0.7866	0.286991	4.3243	0.167346	4.4252	0.087014	1.6042	-0.143206	1.6565	-0.383134	1.7537	0.166242	1.525	-0.423363	3.7866	0.181427	2.6317	0.162821	3.5052	0.128444	2.6133	0.19475	2.8372	0.249885	5.5661	-0.360896	6.5207	0.267351	0.9613	0.221877	8.7352	0.242547	9.0058	-0.115644	1.1648	-0.130781	2.6996	0.062182	2.4675	0.125827	3.3779	-0.409677	1.1145	-0.160949	4.7123	0.392872	2.5454	-0.097553	6.1966	-0.12965	2.1548	-0.201085	3.2436	-0.158754	4.3666	-0.153365	1.8466	0.644066	5.9881	-0.270232	3.3996	-0.387657	3.6407	-0.203703	3.3894	0.122579	0.7099	-0.12353	4.2178	0.129157	2.1376	-0.082149	3.3668	-0.158077	2.5195	0.119146	2.4908	0.238261	3.2421	0.172615	4.6879	-0.182062	0.7633	-0.115411	3.7135	-0.153472	2.9956	-0.057088	1.6654	-0.215759	4.6639	0.13023	7.2345	0.157914	4.0075	0.158372	4.9966	-0.093736	7.5992	-0.176582	6.899	0.309996	3.2712	-0.390536	1.8354	-0.153351	2.9918	-0.146483	4.8729	-0.048465	2.6276	-0.34105	2.1754	0.323839	4.3044	-0.303776	6.6393	0.338438	3.9871	0.274354	2.7074	0.385185	2.3613	0.241498	5.5999	0.173615	1.1455	-0.113255	0.8563	-0.112883
7.3961	0.193794	2.6484	-0.135767	6.7219	0.20686	6.7284	-0.113978	7.9555	0.242264	4.4534	0.127209	11.4659	-0.207122	6.1644	-0.058262	0.8861	0.24178	3.5103	-0.219884	5.6231	-0.367517	8.8083	-0.151101	2.1558	-0.216145	0.314	-0.063548	4.6104	0.281033	8.5546	0.349296	2.7033	-0.182884	6.7979	-0.165486	3.925	0.383293	1.2666	0.280616	1.13	0.186185	3.3244	-0.157092	6.835	0.160114	4.8096	0.091923	3.9241	0.131732	4.2115	-0.049765	3.5734	0.093915	3.0555	-0.198849	12.963	-0.30313	6.3662	-0.157755	2.8677	0.11568	1.8442	0.367139	1.1437	0.210952	3.4763	-0.189699	2.6626	-0.139669	1.8255	-0.226356	4.6068	-0.34756	6.2065	-0.10299	4.6109	0.078146	2.2192	0.632983	1.9532	-0.122429	2.2408	0.196714	4.7121	-0.066837	3.3433	-0.175042	4.1251	-0.264346	2.8865	0.080036	4.5498	0.292228	9.4941	0.112	10.5523	-0.42676	2.1876	-0.089024	9.1945	0.161629	9.24	-0.10369	3.3569	0.338433	2.976	0.110091	2.4761	0.061542	3.8828	0.410802	1.1807	-0.288979	5.0207	0.293248	2.6761	-0.130844	7.748	0.093291	3.3588	-0.129744	6.0122	-0.067141	4.6771	-0.382701	2.2262	0.097709	7.9793	0.147396	4.0558	-0.376979	4.8195	-0.496594	3.9019	0.220644	0.7762	-0.276515	4.4153	0.07527	2.3659	-0.048522	3.3734	-0.110159	2.8353	0.135702	3.3387	-0.149484	3.4295	-0.195693	7.9434	-0.074098	2.2394	0.219632	6.4115	0.131248	3.0683	0.119608	2.3787	0.320643	5.0481	0.103148	7.4574	0.132203	4.1715	-0.285561	6.6697	0.214121	8.7665	0.174178	7.6575	-0.659997	5.1433	0.170485	4.0205	0.145286	5.9703	-0.227006	5.409	0.119316	4.9204	-0.27117	3.2879	-0.372788	4.7287	0.406794	7.5668	0.619769	4.3654	-0.32517	3.3968	0.159352	4.716	0.076478	6.1526	-0.216738	1.3035	0.063595	2.014	-0.078749
8.3057	0.222943	2.6788	-0.145881	8.1246	-0.144191	9.1732	0.185558	7.9672	0.208573	4.7785	0.146627	12.4912	-0.100873	6.9175	-0.043769	3.0972	-0.293049	4.4851	-0.623013	5.8557	-0.168846	9.0646	-0.154975	3.9024	0.036852	1.269	-0.140753	6.0534	0.121889	9.3876	0.185305	3.4261	-0.078119	8.3907	-0.344316	3.9308	-0.342796	2.4975	0.072286	1.2151	0.329366	4.5994	0.532071	8.7493	-0.141868	5.5486	-0.061058	4.772	-0.087211	4.8239	-0.322232	3.6692	0.100324	3.7773	-0.101631	13.7699	0.077943	9.4088	0.308516	3.0112	0.257635	2.099	-0.223707	1.2427	0.186275	8.0925	0.136195	4.9239	0.036755	1.9357	0.133356	4.8407	-0.423834	8.3433	-0.035348	4.9715	-0.162456	3.5239	-0.372943	2.059	0.181754	6.0505	-0.105054	5.437	-0.341706	4.6508	-0.40479	5.44	0.118351	3.9072	-0.045338	5.3514	0.153188	9.6251	0.034399	12.0553	-0.23482	2.7203	0.203373	9.4314	0.218246	9.7793	-0.111391	4.6373	-0.285088	3.3563	0.09893	2.9424	0.19996	4.4249	-0.448734	4.2541	0.109278	5.0355	0.427113	3.188	-0.083682	8.0989	0.081949	4.6051	-0.254273	6.4707	0.099928	4.8597	0.266621	2.5732	0.334913	8.1358	-0.151267	4.5674	0.221844	6.5338	0.444639	5.1616	0.069034	0.9121	0.232376	5.2747	-0.055141	3.6482	-0.183893	5.081	0.091034	4.0122	0.086083	4.2251	-0.174307	3.5381	0.258657	8.2687	-0.193833	2.8439	-0.084754	6.823	0.073601	3.2944	-0.175359	3.0315	0.137051	5.1508	0.131493	7.9948	-0.157033	5.1357	-0.148108	7.6158	-0.121845	9.3641	-0.128331	9.0907	0.426229	5.2408	0.216225	4.5557	0.273199	6.1278	0.252396	5.752	-0.087755	5.284	0.37139	3.3592	-0.365059	6.9729	0.147448	7.7478	0.203768	4.5966	0.21253	4.2078	0.142262	7.8527	0.091888	7.5334	-0.15528	1.8522	-0.177378	2.2733	-0.103643
8.7143	-0.166851	3.8777	0.129187	8.9373	0.412328	9.7304	0.101042	8.1212	0.196316	5.23	0.471891	12.5371	-0.234355	7.9326	0.04113	4.3694	-0.452022	4.6162	-0.216478	6.3504	-0.271177	9.5196	-0.111981	5.1282	0.487328	1.5456	-0.066166	6.6568	-0.113272	11.5325	-0.265413	3.5823	-0.153415	9.038	-0.330765	4.8674	-0.789663	3.1941	0.176595	3.1425	0.192743	4.9722	-0.109413	8.9149	-0.114135	6.6193	0.124555	5.1049	0.05138	6.6027	0.13259	3.7735	0.111205	3.9642	-0.127643	15.1962	0.161446	9.6476	-0.342982	3.1444	-0.175217	2.1718	-0.247815	3.4349	0.502566	8.8495	0.09357	5.4331	0.023304	2.1893	0.149403	6.9449	0.205562	8.8491	-0.213548	5.1117	-0.129905	4.7131	0.392552	2.7717	0.170477	6.2502	-0.10469	6.3357	0.111426	5.1391	-0.175224	5.7519	-0.090127	4.3265	-0.134601	5.5536	-0.216792	11.0132	0.157653	12.4736	-0.137429	3.5115	-0.204416	10.5844	0.211722	11.0387	0.08851	4.7956	0.221634	8.1882	0.076341	7.8348	0.041445	5.1951	0.374207	5.0167	0.127042	5.3279	0.304726	3.8874	0.124385	8.1229	0.12533	5.4951	0.08383	7.2125	0.049702	4.9616	0.22854	3.1386	0.255341	8.8266	0.201743	5.153	0.250868	6.917	0.294937	5.3694	0.078997	2.7488	-0.102938	6.7379	-0.180344	3.8154	0.1678	7.1315	-0.150476	4.8071	0.040955	4.4764	0.122352	4.7249	0.367292	8.5192	-0.207542	2.8563	-0.062477	7.3883	0.344928	4.9723	0.168238	3.3418	-0.39729	5.2112	-0.068505	8.3511	0.15021	5.4954	0.095734	7.8097	0.1201	9.4027	-0.18472	9.5096	0.100206	6.2429	-0.348049	4.9034	-0.056521	6.7435	-0.231957	5.7636	-0.152326	7.0502	0.114563	3.4019	-0.235582	9.6642	-0.447118	8.0148	0.335333	4.9469	0.172231	5.1119	0.05487	8.0121	0.123547	8.1153	0.145765	1.918	0.232161	3.7509	0.04179
9.6414	-0.160092	4.1855	0.138354	9.7911	-0.212627	10.0761	-0.202861	8.1778	-0.197627	5.2617	0.186618	13.9335	-0.15024	8.256	0.045544	4.3969	-0.278186	5.0853	-0.347309	8.4068	-0.11469	10.0337	0.10994	5.42	-0.262726	2.1795	0.23674	6.996	-0.199111	13.483	-0.226071	5.2617	0.124211	10.8495	-0.074367	8.1344	-0.553865	3.8428	-0.117548	4.9758	0.148957	6.4131	0.099856	8.9933	-0.155563	6.9879	0.111082	7.1239	0.046247	7.4949	-0.126554	3.7877	-0.104293	4.1547	0.056611	15.7486	0.234995	10.726	0.227878	3.1532	-0.182817	2.7773	0.164314	4.5023	0.157109	8.8812	-0.188003	5.7848	-0.060407	2.5415	-0.155622	7.2554	-0.276432	9.7563	0.220478	5.2767	-0.254753	5.9702	0.313934	2.8088	0.076813	6.6528	0.328788	7.4357	-0.084377	5.4622	-0.157259	6.7137	-0.164913	4.7282	0.144902	6.3939	0.105559	11.7093	0.06687	13.1083	-0.134573	3.923	-0.115993	10.9961	0.158133	13.0353	-0.50878	5.9811	0.261164	8.8897	-0.108636	8.1347	-0.120716	6.455	0.211974	6.6978	0.101928	5.4269	-0.106382	6.043	0.121836	8.4068	0.156989	6.1006	-0.371814	7.5868	-0.139878	7.9146	0.182797	3.1705	0.077337	9.2704	0.103507	5.9335	0.246425	6.9427	0.209313	5.8511	0.194469	3.1991	0.208149	6.8979	0.091108	4.2864	0.117454	7.7286	-0.062507	5.1702	-0.096981	7.718	0.083439	4.8529	0.19961	10.8106	-0.231939	3.2087	-0.10605	7.8858	0.11787	5.0612	0.172232	3.4628	0.198718	5.2968	0.22111	9.1382	0.195045	6.2362	0.120126	8.3138	-0.075996	9.6023	0.084487	10.1016	-0.462926	6.5855	0.137766	5.556	-0.38917	8.0971	0.19013	6.2005	0.066175	7.6813	0.097455	3.4424	0.294914	10.2027	0.293214	8.0535	0.349502	6.5697	-0.091771	5.3147	0.111673	8.9992	0.108868	8.4631	-0.169988	3.4676	0.208403	4.9248	-0.056294
9.9131	0.547294	4.4622	0.097402	9.8431	0.167974	10.7925	-0.168458	8.4158	0.12647	6.0201	0.153125	13.9629	0.358249	8.2677	-0.220403	5.1207	-0.288002	5.3592	0.277398	9.8386	-0.276562	12.4918	-0.32054	5.5792	0.065687	2.2384	-0.268215	7.8044	0.211559	15.0709	-0.260206	7.3859	-0.121593	11.6663	-0.100214	12.5682	-0.309994	4.0462	-0.144058	5.804	0.287224	6.6635	0.067927	10.6508	0.088196	8.0846	-0.079948	7.1385	-0.168876	8.018	0.097051	6.0279	0.055278	4.1928	0.125529	16.1282	-0.255855	11.4886	0.227825	4.673	0.213956	3.0437	0.26409	4.9456	-0.076153	9.9547	0.15621	5.9513	-0.039395	2.9112	0.237385	7.5587	0.126629	11.1001	-0.057462	5.3131	-0.100907	6.204	0.191999	3.3081	0.161334	7.2709	0.079272	7.6665	0.11276	5.5023	-0.15455	6.92	0.129872	5.8062	-0.118103	6.4132	-0.084486	12.3096	0.12049	13.4306	-0.125151	4.1108	-0.121571	12.6394	-0.122163	16.746	0.169418	6.1945	-0.206527	10.8269	-0.105798	9.7108	0.067318	7.7262	-0.285197	8.2231	0.122475	6.2592	-0.15954	6.5219	-0.112897	8.4969	-0.053398	6.888	0.089711	7.8608	-0.070612	8.9932	0.254372	3.196	0.116582	9.5234	0.434476	7.8025	0.135775	7.0401	-0.45135	8.5357	0.059726	3.2878	0.134605	7.1499	0.071404	5.9178	0.14707	8.1352	0.080865	5.307	0.216608	8.4543	0.017403	5.2557	-0.191584	10.8763	-0.246377	4.1442	-0.073312	7.9083	0.306584	5.8908	0.375912	3.5088	-0.218876	5.5247	-0.093782	9.9029	0.1576	8.2116	0.069478	8.6772	-0.15377	10.5816	0.141352	10.5435	-0.146297	6.8558	0.231743	6.4623	-0.244851	9.4411	-0.234374	6.4546	-0.05846	7.7334	-0.142507	3.7003	0.466323	10.649	-0.138626	8.6693	-0.429385	7.9279	-0.19869	5.3622	-0.156025	9.0676	0.084213	9.1708	-0.113741	4.0433	0.059168	7.5711	0.037771
10.2688	-0.292999	5.7534	0.103612	10.154	-0.086278	12.2833	-0.137382	8.9195	-0.31237	6.0988	-0.643237	14.5878	0.139155	9.0191	0.039607	5.4347	-0.22373	5.5933	0.161955	9.9325	0.067411	13.1876	0.043665	5.5938	0.212954	3.0657	0.113727	8.3183	0.057157	17.0726	-0.26943	7.4671	0.135233	12.266	-0.112235	14.0714	-0.172064	4.9948	-0.033524	5.9187	0.144111	7.8495	0.044344	12.7275	-0.165382	8.0893	0.100825	8.2756	-0.113093	9.9746	0.080527	6.7986	0.206895	5.1637	0.090889	16.665	-0.157506	11.8378	-0.138186	4.7447	0.134614	3.075	-0.312494	5.5105	-0.134358	10.989	0.152335	6.5121	-0.040918	2.9843	-0.384313	7.9273	0.252427	11.3421	-0.142361	5.3883	-0.201413	6.4005	-0.344928	3.3878	-0.108834	7.4966	0.083854	7.8646	0.214855	5.7866	-0.319856	6.9276	-0.041526	6.6349	-0.118262	6.548	0.069044	12.5984	0.028968	13.7219	0.161647	4.2004	0.132542	13.4166	-0.058925	17.0428	-0.320286	6.2419	-0.103034	11.4983	-0.080333	10.1736	-0.057564	9.5041	0.055823	8.2536	-0.091485	6.292	-0.302148	10.4038	-0.071796	8.5086	-0.472338	6.9359	-0.193581	8.2342	0.170279	9.2428	0.278431	3.3575	-0.433411	9.8768	-0.303255	8.6701	0.206118	7.4647	-0.230952	9.1418	0.050097	5.9647	-0.112759	7.8317	-0.205927	6.0336	0.147795	8.7822	0.069314	5.4169	-0.291869	8.7575	-0.121207	6.4064	-0.209751	11.6871	0.13071	4.3851	0.332958	8.0706	0.155875	5.9435	0.063216	3.5586	-0.125287	5.7349	0.072673	10.3638	0.103084	9.5797	0.079494	9.4295	0.187519	10.7479	-0.209376	10.6095	-0.427163	8.4494	-0.157465	7.5292	-0.331358	9.8107	-0.193715	6.5079	0.153866	8.3419	0.059461	4.5952	0.422175	10.8568	-0.119088	10.0857	-0.536699	8.5539	0.082813	5.5332	0.087209	9.1859	0.101216	9.493	-0.081483	4.3004	0.085795	7.6459	-0.198344
10.3857	-0.085644	6.2313	-0.174517	11.6251	0.065925	12.8962	0.088341	9.5727	-0.293789	6.1878	0.103788	14.907	0.23023	9.1194	-0.027284	5.9223	0.223619	5.9737	0.133055	10.2592	-0.039882	13.7867	0.079756	5.8994	0.124271	3.1762	-0.185392	8.3672	-0.056686	17.1277	0.162611	8.8545	0.091075	12.5222	-0.166412	14.4107	0.14267	5.2963	0.07353	6.2191	-0.416678	7.9139	-0.149468	13.3953	-0.066819	8.3916	-0.042636	8.746	0.065909	10.125	0.090865	7.3193	0.118649	5.3936	0.218242	16.9156	0.418344	11.9561	0.151973	4.8979	0.22174	3.4101	0.276878	5.5954	0.300004	11.1585	-0.136766	7.1545	-0.141455	3.5817	0.175348	9.4569	0.080075	11.5585	0.139233	6.0506	-0.169451	6.6477	-0.107794	3.543	0.120955	8.5736	-0.087818	8.7129	0.050962	5.8704	0.288183	6.9373	0.188836	6.6553	-0.036971	6.5521	0.211333	13.1813	0.037769	13.9431	0.087778	4.6591	0.036802	15.3036	-0.087389	17.7897	0.056162	6.6559	-0.424399	11.9373	0.205514	10.7024	0.020453	9.6837	-0.135616	8.4665	-0.057061	6.3902	0.451939	11.0379	-0.10019	8.8064	0.290913	7.4695	0.376539	8.2879	0.051806	9.889	0.416161	4.2703	0.139317	9.9558	0.117118	9.1865	0.53007	7.4889	0.237159	9.259	0.090531	7.5587	-0.122373	8.1148	-0.086996	7.0949	0.087543	8.8924	-0.125189	5.7987	-0.091402	8.8611	-0.044555	6.4484	0.148243	12.0842	0.165142	5.3952	0.087228	8.2274	-0.129691	6.0609	-0.160305	3.6641	0.198189	5.9262	0.069256	10.55	0.163003	11.1101	-0.101135	10.9073	-0.073299	11.018	0.210298	10.7103	0.495836	9.0655	0.136837	7.8583	-0.081176	10.0082	-0.215724	6.5906	0.148356	10.4165	0.312529	4.8634	0.622453	10.8997	-0.250326	10.3342	-0.161302	9.1063	-0.080191	5.904	-0.2707	9.2619	-0.063123	9.8191	-0.10249	5.978	0.128752	7.7758	-0.058608
10.5321	0.101194	6.3928	0.103732	12.3782	-0.072341	14.389	-0.151233	10.5837	-0.116921	6.3291	-0.143543	16.4347	-0.233618	9.4047	0.039602	6.7333	-0.106538	6.3587	0.306079	11.203	-0.078476	13.8249	-0.097726	7.4896	-0.254408	3.2369	0.088763	8.8269	0.270631	17.688	-0.052843	9.721	0.127418	12.9846	0.057652	15.3465	0.187646	5.4562	0.073213	6.4549	-0.35992	8.0371	-0.046849	13.6943	0.03592	9.0188	0.061559	8.9572	0.132982	11.1784	0.045837	7.4141	0.184185	6.002	0.158628	17.0835	0.171365	12.0164	0.127812	5.4536	-0.102517	3.601	-0.149882	5.7269	0.06603	11.5072	-0.177115	8.5438	-0.01251	4.2195	0.436681	10.0391	-0.215784	11.9105	0.230397	6.4855	0.058029	6.7831	0.294093	4.4275	0.057728	8.6335	-0.161615	8.9269	-0.132479	5.9152	-0.166234	6.945	-0.11133	6.8447	-0.086681	6.853	0.157092	13.3968	0.130696	14.2007	0.124955	4.7606	-0.329759	17.9081	0.079386	17.9269	-0.121931	6.7948	-0.247024	12.137	0.150521	10.7244	0.065426	9.913	-0.394424	8.5099	0.064969	6.8262	-0.09165	12.9763	-0.096282	8.9743	0.051123	7.6161	-0.073764	9.2661	0.082938	10.4042	0.130725	4.2867	-0.302999	10.0139	-0.107077	10.0676	0.155895	7.5744	0.385753	9.3749	-0.057817	8.3743	-0.103316	8.2849	-0.05185	8.5016	-0.067971	9.2208	0.064557	6.2965	0.112334	8.93	0.084979	7.2158	0.106545	12.6577	-0.07436	6.2305	0.032095	9.3579	0.173311	7.2384	0.102659	4.1916	-0.125936	6.1738	0.065841	10.6868	0.342855	11.4209	-0.038743	11.5398	0.109761	11.8534	-0.143473	10.942	-0.790127	9.2442	-0.202643	9.7556	0.114717	10.2637	-0.181934	8.419	0.055548	10.9537	-0.19806	5.7808	0.296861	11.1106	0.495406	10.3344	-0.354346	9.2661	0.14808	6.3173	-0.109427	9.5496	0.089638	9.83	-0.111798	6.412	0.096863	8.0123	-0.184101
